grid,ritmo_representativo_pct,duracao_mediana_pit_convencional,qtd_pit_stops,qtd_compostos_distintos,voltas_stint_medio,air_temp_media,track_temp_media,humidity_media,pressure_media,wind_speed_medio,primeiro_composto_HARD,primeiro_composto_INTERMEDIATE,primeiro_composto_MEDIUM,primeiro_composto_SOFT,primeiro_composto_SUPERSOFT,primeiro_composto_None,composto_mais_utilizado_HARD,composto_mais_utilizado_INTERMEDIATE,composto_mais_utilizado_MEDIUM,composto_mais_utilizado_SOFT,composto_mais_utilizado_SUPERSOFT,composto_mais_utilizado_None,rainfall_ocorreu
14.0,0.009013649240285915,24.262,2.0,2.0,23.666666666666668,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,0.17797523935720871,23.616500000000002,2.0,2.0,23.666666666666668,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16.0,0.0,24.1565,2.0,2.0,23.666666666666668,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17.0,-0.30139274331794086,23.79,3.0,2.0,17.75,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18.0,0.913075956739362,24.292,3.0,3.0,17.75,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19.0,0.9939616892944536,23.352,3.0,2.0,17.75,23.01077844311378,46.04910179640717,76.07784431137725,922.1604790419151,1.4443113772455085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,-1.057436976904197,22.994,4.0,2.0,14.2,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0,0.05146736963201337,23.50275,0.0,0.0,22.0,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3.0,-0.1030670053793925,23.558,4.0,2.0,14.2,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4.0,-0.34652093945902185,23.83,4.0,2.0,14.2,20.460109289617503,46.775956284153,58.17486338797814,927.9005464480872,1.3092896174863373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
